order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,order_status
O03768,C0838,R0118,P0199,2024-10-12,564.26,Card,Cancelled
O03769,C0880,R0230,P0066,2024-09-19,1156.34,Cash on Delivery,Cancelled
O03770,C0222,R0380,P0260,2024-04-26,1327.72,Card,Cancelled
O03771,C0840,R0151,P0224,2024-01-25,837.41,Cash on Delivery,Returned
O03772,C0223,R0233,P0043,2025-03-03,976.42,UPI,Returned
O03773,C0235,R0283,P0299,2024-02-08,348.4,Cash on Delivery,Returned
O03774,C0266,R0395,P0048,2024-03-06,1230.71,Wallet,Delivered
O03775,C0444,R0328,P0163,2025-03-03,1431.79,Cash on Delivery,Cancelled
O03776,C0174,R0124,P0027,2024-04-26,846.9,Cash on Delivery,Delivered
O03777,C0916,R0155,P0147,2024-10-23,781.47,Cash on Delivery,Delivered
O03778,C0673,R0396,P0240,2025-06-02,567.03,Card,Cancelled
O03779,C0828,R0028,P0032,2024-08-23,623.8,Card,Cancelled
O03780,C0769,R0341,P0062,2024-08-16,1342.34,UPI,Returned
O03781,C0993,R0126,P0102,2024-10-16,244.77,Cash on Delivery,Returned
O03782,C0971,R0161,P0063,2024-02-17,1459.11,Card,Delivered
O03783,C0916,R0137,P0189,2024-02-09,482.54,Wallet,Returned
O03784,C0406,R0275,P0212,2023-08-19,259.89,Card,Returned
O03785,C0941,R0015,P0237,2024-11-01,974.21,,Returned
O03786,C0406,R0432,P0016,2024-03-06,444.62,Wallet,Returned
O03787,C0830,R0044,P0233,2025-07-11,1122.78,Card,Delivered
O03788,C0803,R0136,P0248,2024-07-10,1248.75,Cash on Delivery,Delivered
O03789,C0966,R0375,P0168,2024-08-02,751.66,Card,Cancelled
O03790,C0982,R0009,P0259,2024-12-18,1079.47,Card,Cancelled
O03791,C0420,R0351,P0251,2024-08-11,1286.54,Cash on Delivery,Cancelled
O03792,C0208,R0050,P0008,2024-09-02,962.05,Card,Returned
O03793,C0145,R0292,P0298,2025-04-27,1197.48,Card,Cancelled
O03794,C0065,R0252,P0227,2023-08-11,1130.2,Cash on Delivery,Delivered
O03795,C0698,R0188,P0275,2024-08-10,1034.29,Cash on Delivery,Returned
O03796,C0174,R0124,P0020,2024-04-04,996.99,Cash on Delivery,Delivered
O03797,C0424,R0409,P0195,2024-09-24,1331.6,Wallet,Delivered
O03798,C0924,R0307,P0143,2023-09-11,1456.8,UPI,Cancelled
O03799,C0126,R0338,P0225,2023-11-14,940.47,Wallet,Delivered
O03800,C0447,R0014,P0096,2025-01-10,835.2,Cash on Delivery,Delivered
O03801,C0268,R0200,P0211,2024-10-06,156.7,Cash on Delivery,Returned
O03802,C0181,R0411,P0146,2024-11-22,1485.21,Cash on Delivery,Delivered
O03803,C0955,R0449,P0146,2023-08-22,411.34,UPI,Returned
O03804,C0459,R0292,P0268,2024-11-19,902.54,Card,Returned
O03805,C0039,R0070,P0087,2025-07-01,243.52,Card,Returned
O03806,C0935,R0427,P0156,2024-03-22,356.12,Cash on Delivery,Returned
O03807,C0333,R0018,P0035,2024-02-02,1413.29,UPI,Delivered
O03808,C0277,R0142,P0221,2024-06-04,584.97,,Returned
O03809,C0060,R0342,P0017,2025-07-03,1019.68,UPI,Cancelled
O03810,C0749,R0385,P0178,2025-07-09,279.92,Card,Returned
O03811,C0691,R0063,P0181,2024-10-11,1344.02,UPI,Returned
O03812,C0055,R0261,P0031,2024-03-21,335.07,Cash on Delivery,Delivered
O03813,C0795,R0010,P0133,2024-10-18,1211.22,Cash on Delivery,Cancelled
O03814,C0929,R0443,P0295,2024-04-22,1311.27,Wallet,Returned
O03815,C0481,R0488,P0115,2024-01-21,777.49,UPI,Delivered
O03816,C0065,R0239,P0031,2024-04-12,1110.2,Wallet,Returned
O03817,C0271,R0151,P0205,2024-03-08,444.12,Card,Returned
O03818,C0274,R0133,P0078,2025-07-03,583.63,UPI,Returned
O03819,C0687,R0449,P0201,2024-02-16,1101.17,Card,Returned
O03820,C0656,R0349,P0213,2024-12-01,492.91,Cash on Delivery,Delivered
O03821,C0828,R0376,P0161,2023-08-20,630.47,Cash on Delivery,Cancelled
O03822,C0848,R0281,P0172,2023-11-15,1191.15,UPI,Cancelled
O03823,C0617,R0186,P0050,2024-03-11,1212.08,Card,Returned
O03824,C0764,R0017,P0163,2025-01-13,281.17,,Cancelled
O03825,C0346,R0335,P0239,2024-09-09,691.08,Wallet,Returned
O03826,C0260,R0223,P0100,2024-01-28,582.31,Card,Returned
O03827,C0356,R0074,P0034,2024-07-13,892.96,UPI,Delivered
O03828,C0289,R0414,P0227,2025-07-30,627.59,Wallet,Returned
O03829,C0753,R0403,P0158,2024-04-12,1085.85,Card,Cancelled
O03830,C0827,R0167,P0082,2024-09-02,164.37,,Cancelled
O03831,C0465,R0046,P0244,2024-10-15,1492.78,Card,Delivered
O03832,C0896,R0363,P0099,2024-11-18,1090.2,Cash on Delivery,Returned
O03833,C0827,R0418,P0031,2025-07-05,1293.51,Wallet,Delivered
O03834,C0811,R0346,P0173,2023-12-07,1308.3,Card,Cancelled
O03835,C0697,R0411,P0081,2024-11-12,997.07,UPI,Returned
O03836,C0078,R0305,P0239,2025-03-29,1202.87,Wallet,Cancelled
O03837,C0279,R0223,P0193,2025-04-18,722.44,UPI,Cancelled
O03838,C0239,R0405,P0229,2024-12-12,220.4,Cash on Delivery,Cancelled
O03839,C0005,R0025,P0113,2025-07-29,868.4,Card,Delivered
O03840,C0695,R0285,P0061,2025-08-01,886.82,Card,Delivered
O03841,C0102,R0006,P0081,2025-01-03,853.02,Card,Cancelled
O03842,C0411,R0293,P0274,2023-10-31,585.06,Wallet,Delivered
O03843,C0583,R0342,P0042,2024-09-12,1013.8,Cash on Delivery,Cancelled
O03844,C0162,R0482,P0249,2023-09-26,180.07,UPI,Returned
O03845,C0050,R0086,P0130,2025-03-14,1248.81,Card,Delivered
O03846,C0052,R0486,P0020,2024-03-06,475.4,Cash on Delivery,Delivered
O03847,C0165,R0196,P0137,2024-04-09,1264.65,UPI,Delivered
O03848,C0868,R0052,P0130,2025-03-31,586.36,UPI,Cancelled
O03849,C0931,R0243,P0238,2024-03-02,1345.01,Wallet,Returned
O03850,C0944,R0456,P0043,2024-04-29,997.48,Cash on Delivery,Returned
O03851,C0234,R0366,P0139,2025-06-22,1107.42,Wallet,Returned
O03852,C0419,R0364,P0242,2024-02-08,1108.42,Cash on Delivery,Returned
O03853,C0488,R0189,P0074,2024-03-09,681.16,UPI,Delivered
O03854,C0667,R0422,P0116,2024-12-12,687.07,Wallet,Delivered
O03855,C0368,R0118,P0192,2024-09-17,405.28,Wallet,Returned
O03856,C0024,R0278,P0254,2024-05-23,709.48,Card,Cancelled
O03857,C0138,R0156,P0228,2024-07-07,170.21,Wallet,Delivered
O03858,C0761,R0485,P0143,2025-06-12,277.15,Card,Cancelled
O03859,C0577,R0334,P0272,2023-09-26,1150.66,Cash on Delivery,Returned
O03860,C0340,R0357,P0144,2023-08-31,1378.49,Wallet,Cancelled
O03861,C0042,R0282,P0211,2024-11-27,232.69,Wallet,Cancelled
O03862,C0539,R0303,P0288,2024-03-07,619.9,UPI,Returned
O03863,C0206,R0193,P0075,2024-11-05,1162.29,UPI,Cancelled
O03864,C0041,R0418,P0279,2024-07-01,1379.85,UPI,Delivered
O03865,C0974,R0414,P0128,2024-03-24,1091.99,Cash on Delivery,Returned
O03866,C0317,R0367,P0193,2023-12-13,804.69,Wallet,Cancelled
O03867,C0590,R0331,P0073,2024-03-29,1173.4,Card,Delivered
O03868,C0566,R0049,P0291,2024-03-07,1443.33,Card,Cancelled
O03869,C0698,R0300,P0202,2025-05-09,420.5,Cash on Delivery,Delivered
O03870,C0321,R0482,P0210,2024-07-04,820.64,Cash on Delivery,Returned
O03871,C0562,R0259,P0230,2024-01-19,577.3,Wallet,Delivered
O03872,C0906,R0384,P0052,2024-07-26,689.38,UPI,Cancelled
O03873,C0164,R0488,P0257,2023-12-15,202.71,UPI,Cancelled
O03874,C0934,R0023,P0074,2024-05-17,732.91,Wallet,Returned
O03875,C0140,R0349,P0012,2025-01-16,1266.96,Cash on Delivery,Cancelled
O03876,C0959,R0077,P0275,2024-04-09,1335.75,UPI,Cancelled
O03877,C0336,R0115,P0049,2024-11-02,1382.72,Card,Returned
O03878,C0516,R0214,P0229,2024-06-16,935.17,Card,Delivered
O03879,C0672,R0412,P0132,2024-02-26,1215.38,Cash on Delivery,Delivered
O03880,C0980,R0183,P0289,2025-05-10,1183.84,Cash on Delivery,Cancelled
O03881,C0969,R0141,P0018,2024-02-18,422.18,Wallet,Returned
O03882,C0791,R0247,P0071,2025-05-02,497.72,UPI,Cancelled
O03883,C0854,R0422,P0293,2023-08-22,218.64,Cash on Delivery,Returned
O03884,C0474,R0169,P0298,2023-10-25,470.42,Cash on Delivery,Cancelled
O03885,C0597,R0274,P0133,2023-10-22,812.15,Wallet,Cancelled
O03886,C0811,R0058,P0111,2025-04-13,1009.16,UPI,Delivered
O03887,C0020,R0401,P0214,2024-01-05,568.17,UPI,Returned
O03888,C0899,R0387,P0285,2024-01-10,422.49,Card,Returned
O03889,C0189,R0189,P0132,2023-09-26,1302.02,Wallet,Delivered
O03890,C0038,R0328,P0002,2023-10-21,455.69,Wallet,Delivered
O03891,C0107,R0028,P0072,2023-10-05,213.26,Cash on Delivery,Returned
O03892,C0391,R0066,P0045,2024-02-25,1295.92,Card,Returned
O03893,C0557,R0097,P0297,2024-12-14,1066.11,Cash on Delivery,Cancelled
O03894,C0545,R0451,P0066,2025-06-27,866.12,Cash on Delivery,Returned
O03895,C0404,R0478,P0179,2024-09-05,356.74,UPI,Returned
O03896,C0826,R0004,P0243,2025-03-22,1486.99,UPI,Returned
O03897,C0111,R0215,P0028,2024-04-16,1215.43,Wallet,Cancelled
O03898,C0393,R0473,P0068,2025-03-30,782.08,Card,Delivered
O03899,C0345,R0012,P0121,2025-01-08,1125.84,Cash on Delivery,Cancelled
O03900,C0296,R0482,P0174,2025-05-01,998.57,Cash on Delivery,Returned
O03901,C0369,R0428,P0037,2025-01-01,1072.53,Card,Delivered
O03902,C0463,R0347,P0267,2024-01-04,343.5,Wallet,Cancelled
O03903,C0108,R0412,P0019,2025-06-29,1102.02,Wallet,Returned
O03904,C0235,R0317,P0132,2024-07-28,523.93,Wallet,Delivered
O03905,C0155,R0265,P0089,2025-06-25,820.02,Cash on Delivery,Cancelled
O03906,C0595,R0382,P0163,2025-03-02,1107.22,Card,Delivered
O03907,C0715,R0374,P0226,2025-03-06,255.89,Cash on Delivery,Cancelled
O03908,C0452,R0330,P0231,2025-03-07,674.76,Wallet,Returned
O03909,C0002,R0156,P0106,2023-12-15,595.95,Card,Returned
O03910,C0780,R0040,P0050,2024-06-28,1355.1,Wallet,Delivered
O03911,C0893,R0030,P0031,2023-11-13,657.11,Cash on Delivery,Returned
O03912,C0942,R0467,P0254,2025-04-05,1155.45,Card,Returned
O03913,C0037,R0104,P0289,2024-08-19,600.86,UPI,Cancelled
O03914,C0325,R0213,P0288,2023-11-27,1044.91,Wallet,Returned
O03915,C0952,R0125,P0193,2024-04-18,1377.0,Card,Delivered
O03916,C0831,R0123,P0275,2024-05-24,786.73,Cash on Delivery,Cancelled
O03917,C0335,R0477,P0151,2023-12-19,1348.14,UPI,Delivered
O03918,C0093,R0134,P0096,2025-04-17,722.08,Cash on Delivery,Returned
O03919,C0542,R0320,P0169,2024-02-28,1209.72,Card,Returned
O03920,C0112,R0155,P0217,2024-08-15,1049.83,Wallet,Delivered
O03921,C0995,R0487,P0031,2023-08-19,717.93,UPI,Returned
O03922,C0640,R0107,P0109,2024-01-07,861.25,Cash on Delivery,Cancelled
O03923,C0243,R0055,P0197,2025-03-20,1178.02,Cash on Delivery,Returned
O03924,C0923,R0427,P0103,2024-04-02,921.55,Wallet,Cancelled
O03925,C0374,R0118,P0252,2025-05-24,978.48,UPI,Cancelled
O03926,C0915,R0102,P0267,2025-03-20,967.91,Wallet,Cancelled
O03927,C0946,R0463,P0105,2025-03-14,871.65,Wallet,Returned
O03928,C0322,R0485,P0277,2024-02-17,1110.98,Card,Delivered
O03929,C0787,R0255,P0089,2024-02-16,342.45,,Delivered
O03930,C0115,R0110,P0013,2023-10-06,332.94,UPI,Delivered
O03931,C0133,R0222,P0233,2025-03-02,922.14,Card,Returned
O03932,C0037,R0455,P0154,2025-07-01,346.51,Card,Returned
O03933,C0828,R0430,P0239,2024-12-24,1454.69,Wallet,Delivered
O03934,C0813,R0138,P0025,2024-11-14,1240.47,Cash on Delivery,Cancelled
O03935,C0520,R0385,P0008,2023-11-07,439.96,Cash on Delivery,Returned
O03936,C0335,R0088,P0064,2024-05-02,417.37,Wallet,Delivered
O03937,C0282,R0224,P0051,2023-10-06,1149.05,Card,Cancelled
O03938,C0289,R0020,P0262,2025-01-09,1210.75,UPI,Returned
O03939,C0221,R0407,P0161,2024-01-11,564.59,UPI,Returned
O03940,C0150,R0300,P0154,2025-08-02,1117.71,UPI,Returned
O03941,C0621,R0328,P0039,2024-01-30,221.14,Wallet,Returned
O03942,C0430,R0357,P0162,2023-09-30,807.06,Wallet,Cancelled
O03943,C0563,R0244,P0236,2023-11-03,705.92,Wallet,Cancelled
O03944,C0940,R0417,P0076,2023-08-30,805.02,UPI,Cancelled
O03945,C0170,R0001,P0249,2024-10-15,427.7,Card,Delivered
O03946,C0247,R0314,P0013,2024-05-07,356.04,Card,Cancelled
O03947,C0852,R0006,P0195,2024-06-30,1306.3,Cash on Delivery,Returned
O03948,C0522,R0387,P0293,2024-05-22,1300.24,UPI,Returned
O03949,C0549,R0351,P0258,2025-07-30,1080.11,Wallet,Cancelled
O03950,C0392,R0334,P0103,2023-12-05,574.09,Card,Delivered
O03951,C0412,R0122,P0093,2024-08-31,463.99,UPI,Cancelled
O03952,C0641,R0456,P0224,2025-01-13,355.72,Card,Cancelled
O03953,C0283,R0127,P0067,2025-06-17,244.83,UPI,Delivered
O03954,C0443,R0159,P0142,2024-12-07,932.4,Cash on Delivery,Delivered
O03955,C0768,R0358,P0194,2024-12-13,714.66,Cash on Delivery,Returned
O03956,C0345,R0271,P0142,2024-12-12,1442.55,Wallet,Returned
O03957,C0533,R0048,P0099,2024-12-04,388.28,Wallet,Delivered
O03958,C0459,R0318,P0137,2023-09-09,344.87,Card,Delivered
O03959,C1000,R0488,P0102,2023-09-27,522.77,Cash on Delivery,Delivered
O03960,C0625,R0131,P0053,2023-08-27,1197.61,UPI,Returned
O03961,C0116,R0252,P0219,2024-09-18,1163.51,UPI,Returned
O03962,C0745,R0375,P0250,2024-12-28,1269.58,,Cancelled
O03963,C0079,R0422,P0162,2025-01-07,450.85,Wallet,Cancelled
O03964,C0365,R0243,P0136,2024-06-24,657.46,Cash on Delivery,Delivered
O03965,C0152,R0457,P0094,2023-09-04,274.12,Cash on Delivery,Returned
O03966,C0806,R0094,P0050,2025-01-22,995.42,Card,Delivered
O03967,C0734,R0069,P0154,2024-11-14,454.69,Cash on Delivery,Returned
O03968,C0317,R0064,P0032,2025-02-01,1051.05,Wallet,Delivered
O03969,C0170,R0031,P0270,2024-05-26,1382.62,UPI,Delivered
O03970,C0950,R0227,P0204,2025-01-09,877.87,Card,Cancelled
O03971,C0434,R0372,P0095,2025-07-22,1048.53,Cash on Delivery,Cancelled
O03972,C0244,R0172,P0243,2024-06-27,1416.39,Card,Delivered
O03973,C0481,R0153,P0164,2024-10-12,758.96,Wallet,Cancelled
O03974,C0866,R0189,P0036,2024-12-14,1381.95,Card,Returned
O03975,C0027,R0178,P0121,2023-09-02,873.31,UPI,Delivered
O03976,C0684,R0486,P0231,2025-04-01,869.22,Cash on Delivery,Cancelled
O03977,C0272,R0294,P0248,2023-11-29,1413.62,Wallet,Cancelled
O03978,C0314,R0037,P0166,2024-04-11,794.74,Cash on Delivery,Returned
O03979,C0977,R0054,P0214,2024-10-15,1400.87,Card,Returned
O03980,C0840,R0445,P0095,2024-10-18,954.51,UPI,Returned
O03981,C0403,R0020,P0107,2024-11-11,1262.63,Wallet,Returned
O03982,C0289,R0370,P0129,2024-07-20,693.63,Wallet,Delivered
O03983,C0704,R0431,P0198,2024-06-15,780.95,Cash on Delivery,Delivered
O03984,C0912,R0444,P0186,2024-10-05,982.31,Cash on Delivery,Cancelled
O03985,C0692,R0208,P0291,2023-12-07,179.88,UPI,Cancelled
O03986,C0094,R0225,P0119,2025-04-30,225.14,Card,Delivered
O03987,C0165,R0126,P0138,2023-11-23,331.97,Card,Cancelled
O03988,C0447,R0119,P0018,2023-10-26,190.94,Wallet,Returned
O03989,C0226,R0315,P0093,2025-07-20,969.28,UPI,Cancelled
O03990,C0127,R0243,P0222,2024-09-26,577.5,Cash on Delivery,Delivered
O03991,C0738,R0373,P0249,2025-04-04,926.07,Cash on Delivery,Cancelled
O03992,C0414,R0188,P0068,2025-01-01,804.6,Wallet,Returned
O03993,C0443,R0326,P0150,2023-09-10,179.78,UPI,Cancelled
O03994,C0788,R0177,P0138,2025-05-30,1247.06,Card,Delivered
O03995,C0364,R0161,P0171,2024-12-18,1040.66,Cash on Delivery,Returned
O03996,C0385,R0191,P0068,2025-01-24,576.49,UPI,Delivered
O03997,C0091,R0382,P0016,2025-04-26,1337.88,Cash on Delivery,Cancelled
O03998,C0729,R0292,P0286,2024-02-20,1446.04,Card,Returned
O03999,C0928,R0364,P0255,2025-04-10,677.96,Card,Returned
O04000,C0888,R0111,P0047,2025-05-09,460.34,Card,Delivered
O04001,C0781,R0154,P0156,2023-10-17,1228.81,UPI,Delivered
O04002,C0208,R0095,P0213,2025-05-08,991.08,UPI,Returned
O04003,C0636,R0104,P0032,2024-02-17,533.15,Card,Cancelled
O04004,C0253,R0290,P0268,2025-01-14,1434.58,Wallet,Delivered
O04005,C0451,R0230,P0113,2024-10-06,973.77,Cash on Delivery,Delivered
O04006,C0573,R0392,P0252,2024-08-20,570.7,Cash on Delivery,Returned
O04007,C0182,R0374,P0083,2024-01-30,334.61,UPI,Delivered
O04008,C0912,R0363,P0235,2025-04-17,1343.57,Card,Delivered
O04009,C0334,R0038,P0125,2024-08-29,1371.79,Card,Cancelled
O04010,C0179,R0208,P0066,2025-03-23,655.48,UPI,Delivered
O04011,C0610,R0093,P0110,2024-06-26,1227.07,Wallet,Cancelled
O04012,C1000,R0142,P0083,2023-09-11,1127.47,UPI,Returned
O04013,C0332,R0161,P0213,2024-07-19,433.72,Cash on Delivery,Cancelled
O04014,C0126,R0366,P0260,2024-02-07,1283.95,Cash on Delivery,Delivered
O04015,C0527,R0121,P0296,2025-03-16,1231.58,Wallet,Delivered
O04016,C0249,R0174,P0048,2023-10-15,717.39,Wallet,Delivered
O04017,C0491,R0142,P0028,2025-01-12,1359.29,UPI,Returned
O04018,C0005,R0196,P0161,2024-11-03,1176.24,Card,Returned
O04019,C0759,R0421,P0011,2023-08-30,892.03,Cash on Delivery,Returned
O04020,C0519,R0162,P0133,2024-10-01,612.85,UPI,Delivered
O04021,C0494,R0020,P0001,2025-01-31,1201.6,Card,Returned
O04022,C0972,R0159,P0212,2024-03-15,929.66,Cash on Delivery,Returned
O04023,C0678,R0204,P0204,2025-02-01,428.42,UPI,Cancelled
O04024,C0741,R0302,P0212,2025-07-01,1174.81,Cash on Delivery,Cancelled
O04025,C0023,R0130,P0046,2025-01-28,1450.9,Card,Cancelled
O04026,C0282,R0433,P0009,2024-05-28,866.5,Cash on Delivery,Cancelled
O04027,C0629,R0106,P0029,2025-06-09,493.9,Cash on Delivery,Returned
O04028,C0335,R0114,P0295,2025-01-24,1262.34,,Returned
O04029,C0916,R0048,P0045,2024-02-10,1136.53,Card,Cancelled
O04030,C0680,R0190,P0215,2024-12-19,390.71,Wallet,Cancelled
O04031,C0625,R0367,P0288,2025-03-18,1168.84,Wallet,Delivered
O04032,C0077,R0221,P0180,2025-01-30,946.07,UPI,Cancelled
O04033,C0564,R0236,P0235,2024-10-31,941.37,UPI,Returned
O04034,C0560,R0059,P0214,2025-05-25,1318.43,Wallet,Cancelled
O04035,C0607,R0185,P0270,2024-05-23,1033.46,Card,Returned
O04036,C0235,R0369,P0080,2024-08-21,355.61,Cash on Delivery,Cancelled
O04037,C0302,R0480,P0066,2024-12-04,371.44,Cash on Delivery,Cancelled
O04038,C0540,R0321,P0167,2025-05-17,748.93,Cash on Delivery,Returned
O04039,C0881,R0136,P0057,2024-07-17,587.9,Wallet,Cancelled
O04040,C0621,R0378,P0186,2025-02-04,787.32,Card,Cancelled
O04041,C0101,R0203,P0010,2024-10-19,446.78,Wallet,Returned
O04042,C0367,R0475,P0266,2025-02-16,188.53,Wallet,Returned
O04043,C0863,R0294,P0088,2025-04-24,988.52,UPI,Cancelled
O04044,C0612,R0477,P0074,2024-12-05,775.92,Wallet,Returned
O04045,C0080,R0493,P0095,2025-07-24,1014.31,Card,Delivered
O04046,C0211,R0182,P0161,2024-01-20,885.09,Wallet,Delivered
O04047,C0527,R0465,P0153,2024-06-23,181.73,Wallet,Delivered
O04048,C0439,R0145,P0068,2024-07-11,561.33,Card,Returned
O04049,C0320,R0080,P0032,2024-03-04,646.65,UPI,Delivered
O04050,C0842,R0468,P0006,2024-07-02,611.5,Wallet,Cancelled
O04051,C0820,R0082,P0111,2024-06-23,1267.48,UPI,Cancelled
O04052,C0177,R0197,P0026,2024-12-01,1087.96,Wallet,Cancelled
O04053,C0932,R0247,P0262,2023-12-06,1219.29,Cash on Delivery,Cancelled
O04054,C0053,R0165,P0262,2023-11-08,715.3,Wallet,Cancelled
O04055,C0354,R0180,P0114,2025-01-19,405.52,UPI,Returned
O04056,C0982,R0185,P0112,2023-10-09,1294.81,Card,Cancelled
O04057,C0140,R0422,P0271,2024-01-07,449.59,Card,Returned
O04058,C0166,R0076,P0223,2025-04-04,860.27,Wallet,Delivered
O04059,C0483,R0456,P0152,2025-02-10,529.22,Cash on Delivery,Delivered
O04060,C0529,R0049,P0245,2024-08-29,1031.6,Card,Delivered
O04061,C0811,R0259,P0080,2024-02-24,241.36,Wallet,Delivered
O04062,C0469,R0234,P0085,2024-10-11,1443.17,Wallet,Cancelled
O04063,C0174,R0154,P0054,2024-10-25,975.19,Card,Cancelled
O04064,C0816,R0043,P0034,2025-06-15,900.89,UPI,Cancelled
O04065,C0625,R0106,P0180,2025-02-11,923.95,UPI,Delivered
O04066,C0656,R0148,P0220,2023-09-18,915.88,UPI,Delivered
O04067,C0767,R0085,P0285,2024-06-28,846.56,Cash on Delivery,Returned
O04068,C0386,R0382,P0184,2024-11-05,1378.5,,Delivered
O04069,C0967,R0026,P0162,2024-05-21,297.81,Card,Delivered
O04070,C0078,R0475,P0003,2024-01-31,1431.0,Wallet,Cancelled
O04071,C0620,R0168,P0267,2024-11-14,186.87,Card,Returned
O04072,C0201,R0469,P0057,2024-04-17,254.17,Card,Returned
O04073,C0291,R0049,P0073,2024-08-08,295.82,Cash on Delivery,Returned
O04074,C0969,R0140,P0039,2024-09-04,302.93,Cash on Delivery,Returned
O04075,C0343,R0130,P0001,2023-08-29,537.79,Card,Cancelled
O04076,C0181,R0364,P0114,2023-10-23,241.11,Wallet,Returned
O04077,C0455,R0479,P0073,2025-05-26,433.66,UPI,Delivered
O04078,C0186,R0151,P0059,2025-01-01,1133.06,,Cancelled
O04079,C0282,R0415,P0158,2024-07-27,710.56,UPI,Returned
O04080,C0732,R0235,P0288,2024-03-23,467.35,UPI,Returned
O04081,C0668,R0464,P0073,2025-05-28,1118.33,Cash on Delivery,Delivered
O04082,C0862,R0112,P0189,2023-10-04,1419.61,Wallet,Delivered
O04083,C0273,R0500,P0119,2024-07-09,646.63,Card,Returned
O04084,C0033,R0337,P0217,2024-01-10,405.79,Card,Returned
O04085,C0195,R0424,P0228,2024-06-02,610.69,Card,Delivered
O04086,C0265,R0183,P0257,2023-08-27,787.75,Card,Delivered
O04087,C0918,R0097,P0246,2023-09-08,448.05,Card,Returned
O04088,C0954,R0426,P0040,2025-05-22,1375.11,Cash on Delivery,Returned
O04089,C0229,R0414,P0269,2025-01-29,620.67,Wallet,Delivered
O04090,C0948,R0341,P0044,2024-01-29,1275.38,UPI,Cancelled
O04091,C0336,R0029,P0021,2025-02-12,1195.52,Cash on Delivery,Delivered
O04092,C0217,R0260,P0140,2024-01-18,716.08,UPI,Cancelled
O04093,C0895,R0219,P0268,2025-05-10,789.72,UPI,Delivered
O04094,C0822,R0249,P0158,2025-04-09,1307.78,Cash on Delivery,Delivered
O04095,C0396,R0006,P0292,2024-11-16,603.54,UPI,Cancelled
O04096,C0140,R0183,P0213,2025-05-07,169.31,Cash on Delivery,Cancelled
O04097,C0978,R0325,P0209,2025-07-21,487.8,Card,Delivered
O04098,C0921,R0204,P0225,2024-06-17,272.5,UPI,Delivered
O04099,C0386,R0069,P0110,2024-01-05,1215.22,Wallet,Returned
O04100,C0929,R0269,P0172,2025-01-31,1138.9,Card,Delivered
O04101,C0381,R0295,P0247,2023-08-23,1036.59,Card,Cancelled
O04102,C0034,R0420,P0150,2024-03-24,321.22,,Cancelled
O04103,C0474,R0101,P0176,2024-01-22,1481.75,Wallet,Cancelled
O04104,C0053,R0274,P0286,2024-04-03,744.8,Cash on Delivery,Delivered
O04105,C0251,R0349,P0274,2024-11-23,330.42,Cash on Delivery,Returned
O04106,C0653,R0127,P0178,2024-06-11,1236.35,UPI,Delivered
O04107,C0843,R0087,P0212,2025-01-06,862.34,UPI,Delivered
O04108,C0637,R0322,P0180,2023-10-07,490.53,Cash on Delivery,Delivered
O04109,C0304,R0352,P0248,2024-01-08,989.08,Cash on Delivery,Returned
O04110,C0623,R0412,P0163,2023-12-10,193.36,Cash on Delivery,Cancelled
O04111,C0469,R0102,P0009,2024-02-10,886.77,Wallet,Delivered
O04112,C0538,R0076,P0094,2025-06-19,1198.87,Wallet,Returned
O04113,C0763,R0182,P0036,2025-05-06,785.53,UPI,Cancelled
O04114,C0074,R0447,P0144,2024-05-31,1035.24,Card,Cancelled
O04115,C0759,R0398,P0250,2024-12-09,577.92,Card,Delivered
O04116,C0105,R0408,P0232,2024-06-20,822.27,,Cancelled
O04117,C0681,R0150,P0075,2024-12-06,1095.73,Card,Delivered
O04118,C0715,R0132,P0237,2024-05-24,784.42,Cash on Delivery,Cancelled
O04119,C0732,R0282,P0029,2025-07-18,617.93,Card,Cancelled
O04120,C0814,R0397,P0189,2023-11-07,396.37,Card,Cancelled
O04121,C0611,R0184,P0238,2023-08-22,463.6,Card,Returned
O04122,C0622,R0023,P0252,2024-07-05,1444.22,Cash on Delivery,Delivered
O04123,C0294,R0201,P0037,2023-11-05,561.92,UPI,Cancelled
O04124,C0819,R0379,P0300,2023-10-24,974.79,Cash on Delivery,Delivered
O04125,C0207,R0068,P0196,2024-05-05,765.92,UPI,Cancelled
O04126,C0769,R0243,P0279,2024-01-06,515.0,Cash on Delivery,Cancelled
O04127,C0164,R0104,P0102,2025-05-17,415.62,UPI,Cancelled
O04128,C0538,R0434,P0276,2025-08-10,1443.32,Cash on Delivery,Returned
O04129,C0974,R0008,P0046,2023-09-05,1322.02,Cash on Delivery,Cancelled
O04130,C0773,R0246,P0246,2024-04-16,706.37,UPI,Delivered
O04131,C0947,R0246,P0142,2024-05-24,913.16,UPI,Delivered
O04132,C0165,R0466,P0124,2024-07-04,602.27,Card,Delivered
O04133,C0424,R0061,P0291,2024-06-19,823.28,Cash on Delivery,Cancelled
O04134,C0169,R0033,P0184,2024-08-31,1394.87,Cash on Delivery,Returned
O04135,C0701,R0433,P0046,2025-05-06,954.31,Wallet,Returned
O04136,C0542,R0077,P0250,2024-07-01,232.25,UPI,Returned
O04137,C0711,R0452,P0104,2024-07-31,890.78,Cash on Delivery,Cancelled
O04138,C0800,R0070,P0240,2024-01-03,1482.1,Card,Returned
